,method,outcome,weight,year,name
17081,Points,W,94KG,2014,Roberto “Tussa” Alencar
17082,Pts: 4x2,W,94KG,2014,Roberto “Tussa” Alencar
17083,Pts: 2x0,W,99KG,2015,Roberto “Tussa” Alencar
17084,Pts: 3x0,W,99KG,2015,Roberto “Tussa” Alencar
17085,RNC,W,99KG,2015,Roberto “Tussa” Alencar
17086,Pts: 3x0,W,99KG,2015,Roberto “Tussa” Alencar
17087,Adv,W,ABS,2015,Roberto “Tussa” Alencar
17088,Guillotine,W,97KG,2015,Roberto “Tussa” Alencar
17089,Kimura,W,97KG,2015,Roberto “Tussa” Alencar
17090,Toe hold,W,99KG,2017,Roberto “Tussa” Alencar
17091,Pts: 6x0,W,99KG,2017,Roberto “Tussa” Alencar
17092,RNC,W,99KG,2017,Roberto “Tussa” Alencar
17093,Points,W,88KG,2019,Roberto “Tussa” Alencar
17094,Cross choke,L,ABS,2005,Roberto “Cyborg” Abreu
17095,Armbar,L,100KG,2005,Roberto “Cyborg” Abreu
17096,Mounted X choke,L,ABS,2006,Roberto “Cyborg” Abreu
17097,Crucifix choke,L,ABS,2006,Roberto “Cyborg” Abreu
17098,Pts: 4x0,L,100KG,2007,Roberto “Cyborg” Abreu
17099,Ezekiel,L,ABS,2007,Roberto “Cyborg” Abreu
17100,Pts: 8x4,L,100KG,2008,Roberto “Cyborg” Abreu
17101,Points,L,ABS,2008,Roberto “Cyborg” Abreu
17102,Pts: 6x0,L,100KG,2008,Roberto “Cyborg” Abreu
17103,Choke from back,L,100KG,2009,Roberto “Cyborg” Abreu
17104,Pts: 3x0,L,ABS,2009,Roberto “Cyborg” Abreu
17105,Points,L,O99KG,2009,Roberto “Cyborg” Abreu
17106,"Pts: 4x4, Adv",L,94KG,2009,Roberto “Cyborg” Abreu
17107,Points,L,ABS,2009,Roberto “Cyborg” Abreu
17108,Botinha,L,O100KG,2010,Roberto “Cyborg” Abreu
17109,Pts: 6x2,L,ABS,2010,Roberto “Cyborg” Abreu
17110,Adv,L,ABS,2011,Roberto “Cyborg” Abreu
17111,Pts: 9x0,L,O100KG,2011,Roberto “Cyborg” Abreu
17112,Points,L,O99KG,2011,Roberto “Cyborg” Abreu
17113,Armbar,L,ABS,2012,Roberto “Cyborg” Abreu
17114,Points,L,O100KG,2012,Roberto “Cyborg” Abreu
17115,Choke,L,ABS,2013,Roberto “Cyborg” Abreu
17116,Pts: 4x3,L,ABS,2013,Roberto “Cyborg” Abreu
17117,Points,L,O99KG,2013,Roberto “Cyborg” Abreu
17118,Points,L,ABS,2014,Roberto “Cyborg” Abreu
17119,Pts: 6x0,L,ABS,2015,Roberto “Cyborg” Abreu
17120,Pts: 10x0,L,O94KG,2015,Roberto “Cyborg” Abreu
17121,"Pts: 0x0, Adv",L,ABS,2016,Roberto “Cyborg” Abreu
17122,"Pts: 0x0, Adv",L,O94KG,2016,Roberto “Cyborg” Abreu
17123,Referee Decision,L,O100KG,2016,Roberto “Cyborg” Abreu
17124,"Pts: 2x2, Adv",L,ABS,2017,Roberto “Cyborg” Abreu
17125,"Pts: 2x2, Adv",L,100KG,2017,Roberto “Cyborg” Abreu
17126,---,D,ABS,2017,Roberto “Cyborg” Abreu
17127,Pts: 4x0,L,99+KG,2017,Roberto “Cyborg” Abreu
17128,Inside heel hook,L,ABS,2017,Roberto “Cyborg” Abreu
17129,Choke from back,L,110KG,2018,Roberto “Cyborg” Abreu
17130,DQ,L,O97KG,2018,Roberto “Cyborg” Abreu
17131,Loop choke,L,100KG,2019,Roberto “Cyborg” Abreu
17132,Referee Decision,L,O99KG,2019,Roberto “Cyborg” Abreu
17133,Kneebar,L,ABS,2019,Roberto “Cyborg” Abreu
17134,N/A,W,100KG,2005,Roberto “Cyborg” Abreu
17135,Armbar,W,ABS,2006,Roberto “Cyborg” Abreu
17136,Pts: 4x0,W,ABS,2006,Roberto “Cyborg” Abreu
17137,Choke,W,O88KG,2006,Roberto “Cyborg” Abreu
17138,Pts: 8x0,W,100KG,2007,Roberto “Cyborg” Abreu
17139,Adv,W,100KG,2008,Roberto “Cyborg” Abreu
17140,Adv,W,100KG,2008,Roberto “Cyborg” Abreu
17141,Points,W,100KG,2008,Roberto “Cyborg” Abreu
17142,Choke from back,W,ABS,2009,Roberto “Cyborg” Abreu
17143,Points,W,O99KG,2009,Roberto “Cyborg” Abreu
17144,Points,W,O99KG,2009,Roberto “Cyborg” Abreu
17145,Points,W,O99KG,2009,Roberto “Cyborg” Abreu
17146,Points,W,ABS,2009,Roberto “Cyborg” Abreu
17147,"Pts: 4x4, Adv",W,ABS,2009,Roberto “Cyborg” Abreu
17148,N/A,W,O100KG,2010,Roberto “Cyborg” Abreu
17149,N/A,W,O100KG,2010,Roberto “Cyborg” Abreu
17150,Knee choke,W,O100KG,2010,Roberto “Cyborg” Abreu
17151,Points,W,ABS,2010,Roberto “Cyborg” Abreu
17152,Points,W,ABS,2010,Roberto “Cyborg” Abreu
17153,Points,W,ABS,2010,Roberto “Cyborg” Abreu
17154,Triangle,W,O100KG,2010,Roberto “Cyborg” Abreu
17155,Choke from back,W,ABS,2010,Roberto “Cyborg” Abreu
17156,Adv,W,ABS,2011,Roberto “Cyborg” Abreu
17157,Pts: 2x0,W,O100KG,2011,Roberto “Cyborg” Abreu
17158,Pts: 11x0,W,O100KG,2011,Roberto “Cyborg” Abreu
17159,Knee choke,W,ABS,2011,Roberto “Cyborg” Abreu
17160,Armbar,W,ABS,2011,Roberto “Cyborg” Abreu
17161,Armbar,W,O99KG,2011,Roberto “Cyborg” Abreu
17162,Points,W,O99KG,2011,Roberto “Cyborg” Abreu
17163,Kneebar,W,O99KG,2011,Roberto “Cyborg” Abreu
17164,Armbar,W,O100KG,2011,Roberto “Cyborg” Abreu
17165,Inverted Triangle,W,O100KG,2011,Roberto “Cyborg” Abreu
17166,Points,W,O92KG,2012,Roberto “Cyborg” Abreu
17167,Armbar,W,O92KG,2012,Roberto “Cyborg” Abreu
17168,Armbar,W,O92KG,2012,Roberto “Cyborg” Abreu
17169,Pts: 6x4,W,ABS,2012,Roberto “Cyborg” Abreu
17170,Pts: 12x4,W,ABS,2012,Roberto “Cyborg” Abreu
17171,Choke,W,O100KG,2012,Roberto “Cyborg” Abreu
17172,Choke from back,W,ABS,2012,Roberto “Cyborg” Abreu
17173,Choke from back,W,ABS,2012,Roberto “Cyborg” Abreu
17174,Cross choke,W,ABS,2012,Roberto “Cyborg” Abreu
17175,RNC,W,O100KG,2012,Roberto “Cyborg” Abreu
17176,Pts: 6x0,W,O100KG,2012,Roberto “Cyborg” Abreu
17177,Referee Decision,W,ABS,2013,Roberto “Cyborg” Abreu
17178,Choke from back,W,O92KG,2013,Roberto “Cyborg” Abreu
17179,Pts: 10x0,W,O92KG,2013,Roberto “Cyborg” Abreu
17180,Points,W,ABS,2013,Roberto “Cyborg” Abreu
17181,Armbar,W,O99KG,2013,Roberto “Cyborg” Abreu
17182,Pen,W,O99KG,2013,Roberto “Cyborg” Abreu
17183,Points,W,O99KG,2013,Roberto “Cyborg” Abreu
17184,Points,W,ABS,2013,Roberto “Cyborg” Abreu
17185,Points,W,ABS,2013,Roberto “Cyborg” Abreu
17186,Points,W,ABS,2013,Roberto “Cyborg” Abreu
17187,Pts: 10x0,W,ABS,2013,Roberto “Cyborg” Abreu
17188,N/A,W,ABS,2014,Roberto “Cyborg” Abreu
17189,Pts: 7x0,W,ABS,2014,Roberto “Cyborg” Abreu
17190,Clock choke,W,O94KG,2015,Roberto “Cyborg” Abreu
17191,Pts: 3x0,W,O94KG,2015,Roberto “Cyborg” Abreu
17192,Pts: 6x0,W,ABS,2015,Roberto “Cyborg” Abreu
17193,Choke from back,W,ABS,2015,Roberto “Cyborg” Abreu
17194,Pts: 4x2,W,ABS,2015,Roberto “Cyborg” Abreu
17195,Choke,W,ABS,2015,Roberto “Cyborg” Abreu
17196,Pts: 4x2,W,O100KG,2015,Roberto “Cyborg” Abreu
17197,Pts: 2x0,W,ABS,2016,Roberto “Cyborg” Abreu
17198,Pts: 6x0,W,O94KG,2016,Roberto “Cyborg” Abreu
17199,Armbar,W,O100KG,2016,Roberto “Cyborg” Abreu
17200,North-south choke,W,O100KG,2016,Roberto “Cyborg” Abreu
17201,Submission,W,ABS,2016,Roberto “Cyborg” Abreu
17202,Kimura,W,ABS,2016,Roberto “Cyborg” Abreu
17203,Katagatame,W,120KG,2016,Roberto “Cyborg” Abreu
17204,Knee choke,W,120KG,2016,Roberto “Cyborg” Abreu
17205,Kneebar,W,120KG,2016,Roberto “Cyborg” Abreu
17206,Pts: 3x0,W,O99KG,2017,Roberto “Cyborg” Abreu
17207,Choke from mount,W,O100KG,2017,Roberto “Cyborg” Abreu
17208,Armbar,W,ABS,2017,Roberto “Cyborg” Abreu
17209,Straight armlock,W,ABS,2017,Roberto “Cyborg” Abreu
17210,Pts: 25x0,W,ABS,2017,Roberto “Cyborg” Abreu
17211,Straight armlock,W,ABS,2017,Roberto “Cyborg” Abreu
17212,"Pts: 0x0, Adv",W,ABS,2017,Roberto “Cyborg” Abreu
17213,Pts: 22x2,W,100KG,2017,Roberto “Cyborg” Abreu
17214,"Pts: 0x0, Pen",W,99+KG,2017,Roberto “Cyborg” Abreu
17215,Referee Decision,W,99+KG,2017,Roberto “Cyborg” Abreu
17216,Referee Decision,W,99+KG,2017,Roberto “Cyborg” Abreu
17217,"Pts: 2x2, Adv",W,O100KG,2017,Roberto “Cyborg” Abreu
17218,Straight armlock,W,ABS,2017,Roberto “Cyborg” Abreu
17219,N/A,W,ABS,2017,Roberto “Cyborg” Abreu
17220,Choke from back,W,ABS,2017,Roberto “Cyborg” Abreu
17221,Choke from back,W,ABS,2017,Roberto “Cyborg” Abreu
17222,Armlock,W,O97KG,2017,Roberto “Cyborg” Abreu
17223,Pts: 29x0,W,O97KG,2017,Roberto “Cyborg” Abreu
17224,"Pts: 0x0, Adv",W,O97KG,2017,Roberto “Cyborg” Abreu
17225,Referee Decision,W,110KG,2018,Roberto “Cyborg” Abreu
17226,"Pts: 0x0, Adv",W,110KG,2018,Roberto “Cyborg” Abreu
17227,Leglock,W,110KG,2018,Roberto “Cyborg” Abreu
17228,Points,W,O95KG,2018,Roberto “Cyborg” Abreu
17229,Submission,W,ABS,2018,Roberto “Cyborg” Abreu
17230,Cross face,W,ABS,2018,Roberto “Cyborg” Abreu
17231,"Pts: 0x0, Adv",W,O97KG,2018,Roberto “Cyborg” Abreu
17232,Pts: 2x0,W,O97KG,2018,Roberto “Cyborg” Abreu
17233,Pts: 10x0,W,ABS,2018,Roberto “Cyborg” Abreu
17234,Pts: 4x2,W,ABS,2018,Roberto “Cyborg” Abreu
17235,Pts: 10x2,W,O100KG,2019,Roberto “Cyborg” Abreu
17236,Pts: 3x0,W,ABS,2019,Roberto “Cyborg” Abreu
17237,Choke,W,ABS,2019,Roberto “Cyborg” Abreu
17238,Referee Decision,W,100KG,2019,Roberto “Cyborg” Abreu
17239,"Pts: 0x0, Adv",W,ABS,2019,Roberto “Cyborg” Abreu
17240,"Pts: 4x4, Pen",W,ABS,2019,Roberto “Cyborg” Abreu
17241,Referee Decision,W,ABS,2019,Roberto “Cyborg” Abreu
17242,Pts: 2x0,W,O99KG,2019,Roberto “Cyborg” Abreu
17243,Pts: 6x0,W,O99KG,2019,Roberto “Cyborg” Abreu
17244,Armbar,W,ABS,2019,Roberto “Cyborg” Abreu
17245,One arm guillotine,W,ABS,2019,Roberto “Cyborg” Abreu
17246,Referee Decision,W,ABS,2019,Roberto “Cyborg” Abreu
17247,"Pts: 0x0, Adv",W,O97KG,2019,Roberto “Cyborg” Abreu
17248,Straight armlock,W,O97KG,2019,Roberto “Cyborg” Abreu
17249,Pts: 2x0,W,120KG,2020,Roberto “Cyborg” Abreu
17250,---,D,120KG,2020,Roberto “Cyborg” Abreu
17251,Pts: 6x0,W,120KG,2020,Roberto “Cyborg” Abreu
17252,Choke,W,ABS,2020,Roberto “Cyborg” Abreu
17253,Points,W,N/A,2020,Roberto “Cyborg” Abreu
17254,Armbar,L,92KG,2020,Roberto Jimenez
17255,Pts: 6x4,W,94KG,2020,Roberto Jimenez
17256,Points,W,N/A,2020,Roberto Jimenez
17257,Choke from back,W,94KG,2020,Roberto Jimenez
17258,Choke from back,W,94KG,2020,Roberto Jimenez
17259,Choke from back,W,ABS,2020,Roberto Jimenez
17260,Flying triangle,W,ABS,2020,Roberto Jimenez
17261,Choke from back,W,ABS,2020,Roberto Jimenez
17262,Choke from back,W,ABS,2020,Roberto Jimenez
17263,Pts: 3x0,L,ABS,1996,Roberto “Roleta” Magalhaes
17264,Pts: 3x0,L,O88KG,1996,Roberto “Roleta” Magalhaes
17265,Adv,L,ABS,1998,Roberto “Roleta” Magalhaes
17266,Points,L,88KG,1999,Roberto “Roleta” Magalhaes
17267,Adv,L,88KG,1999,Roberto “Roleta” Magalhaes
17268,Toe hold,L,ABS,1999,Roberto “Roleta” Magalhaes
17269,Pts: 9x0,L,88KG,2000,Roberto “Roleta” Magalhaes
17270,Pts: 10x0,L,ABS,2000,Roberto “Roleta” Magalhaes
17271,Inverted armbar,W,88KG,1996,Roberto “Roleta” Magalhaes
17272,Referee Decision,W,88KG,1996,Roberto “Roleta” Magalhaes
17273,Submission,W,88KG,1996,Roberto “Roleta” Magalhaes
17274,Armbar,W,88KG,1996,Roberto “Roleta” Magalhaes
17275,Pts: 4x0,W,88KG,1996,Roberto “Roleta” Magalhaes
17276,Triangle,W,88KG,1996,Roberto “Roleta” Magalhaes
17277,Pts: 10x0,W,88KG,1997,Roberto “Roleta” Magalhaes
17278,Points,W,100KG,1998,Roberto “Roleta” Magalhaes
17279,Adv,W,100KG,1998,Roberto “Roleta” Magalhaes
17280,Submission,W,ABS,1998,Roberto “Roleta” Magalhaes
17281,"Pts: 0x0, Adv",W,ABS,1998,Roberto “Roleta” Magalhaes
17282,Triangle,W,88KG,1999,Roberto “Roleta” Magalhaes
17283,Adv,W,ABS,1999,Roberto “Roleta” Magalhaes
17284,Armbar,W,O100KG,1999,Roberto “Roleta” Magalhaes
17285,Pts: 2x0,W,88KG,1999,Roberto “Roleta” Magalhaes
17286,Referee Decision,W,ABS,1999,Roberto “Roleta” Magalhaes
17287,Pts: 6x0,W,88KG,2000,Roberto “Roleta” Magalhaes
17288,"Pts: 0x0, Adv",W,88KG,2000,Roberto “Roleta” Magalhaes
17289,Pts: 4x0,W,88KG,2000,Roberto “Roleta” Magalhaes
17290,Pts: 9x2,W,88KG,2000,Roberto “Roleta” Magalhaes
17291,Katagatame,W,ABS,2000,Roberto “Roleta” Magalhaes
17292,Pts: 7x2,L,76KG,2012,Roberto Satoshi
17293,Points,L,76KG,2013,Roberto Satoshi
17294,Pts: 20x0,L,76KG,2014,Roberto Satoshi
17295,---,D,ABS,2014,Roberto Satoshi
17296,Pts: 2x0,L,75KG,2015,Roberto Satoshi
17297,---,D,ABS,2015,Roberto Satoshi
17298,Injury,L,77KG,2015,Roberto Satoshi
17299,Pts: 6x2,L,77KG,2016,Roberto Satoshi
17300,Botinha,L,76KG,2016,Roberto Satoshi
17301,Pts: 2x0,L,75KG,2017,Roberto Satoshi
17302,Pts: 4x2,L,77KG,2017,Roberto Satoshi
17303,Injury,L,76KG,2017,Roberto Satoshi
17304,Points,L,85KG,2018,Roberto Satoshi
17305,Pts: 6x0,L,85KG,2018,Roberto Satoshi
17306,---,D,ABS,2018,Roberto Satoshi
17307,Pts: 4x0,L,77KG,2019,Roberto Satoshi
17308,"Pts: 0x0, Adv",L,85KG,2019,Roberto Satoshi
17309,Wristlock,L,85KG,2019,Roberto Satoshi
17310,Triangle,W,76KG,2012,Roberto Satoshi
17311,Flying armbar,W,76KG,2012,Roberto Satoshi
17312,"Pts: 4x4, Adv",W,76KG,2012,Roberto Satoshi
17313,Pts: 5x0,W,76KG,2012,Roberto Satoshi
17314,Pts: 3x2,W,76KG,2012,Roberto Satoshi
17315,Clock Choke,W,76KG,2012,Roberto Satoshi
17316,Pts: 2x0,W,76KG,2012,Roberto Satoshi
17317,Pts: 2x0,W,76KG,2012,Roberto Satoshi
17318,Submission,W,76KG,2012,Roberto Satoshi
17319,Points,W,76KG,2012,Roberto Satoshi
17320,"Pts: 2x2, Adv",W,76KG,2012,Roberto Satoshi
17321,Triangle armbar,W,76KG,2013,Roberto Satoshi
17322,Choke from back,W,76KG,2013,Roberto Satoshi
17323,Triangle,W,76KG,2013,Roberto Satoshi
17324,Choke,W,76KG,2014,Roberto Satoshi
17325,Choke from back,W,76KG,2014,Roberto Satoshi
17326,N/A,W,76KG,2014,Roberto Satoshi
17327,Choke from back,W,76KG,2014,Roberto Satoshi
17328,Pts: 2x0,W,76KG,2014,Roberto Satoshi
17329,Choke from back,W,76KG,2014,Roberto Satoshi
17330,Choke from back,W,76KG,2014,Roberto Satoshi
17331,Bow and arrow,W,76KG,2014,Roberto Satoshi
17332,Clock choke,W,77KG,2015,Roberto Satoshi
17333,Pts: 2x0,W,77KG,2015,Roberto Satoshi
17334,Choke,W,77KG,2015,Roberto Satoshi
17335,Triangle,W,75KG,2015,Roberto Satoshi
17336,Points,W,75KG,2015,Roberto Satoshi
17337,Pts: 2x0,W,75KG,2015,Roberto Satoshi
17338,Choke,W,ABS,2015,Roberto Satoshi
17339,Estima lock,W,ABS,2015,Roberto Satoshi
17340,Pts: 2x0,W,77KG,2015,Roberto Satoshi
17341,Adv,W,77KG,2015,Roberto Satoshi
17342,Reverse triangle,W,76KG,2015,Roberto Satoshi
17343,Bow and arrow,W,77KG,2015,Roberto Satoshi
17344,Triangle/armbar,W,77KG,2016,Roberto Satoshi
17345,Armbar,W,77KG,2016,Roberto Satoshi
17346,Bow and arrow,W,77KG,2016,Roberto Satoshi
17347,Pts: 4x0,W,77KG,2016,Roberto Satoshi
17348,Choke from back,W,82KG,2016,Roberto Satoshi
17349,Armbar,W,82KG,2016,Roberto Satoshi
17350,Submission,W,77KG,2016,Roberto Satoshi
17351,Darce choke,W,77KG,2016,Roberto Satoshi
17352,Triangle,W,75KG,2017,Roberto Satoshi
17353,Pts: 6x2,W,75KG,2017,Roberto Satoshi
17354,Pts: 6x2,W,77KG,2017,Roberto Satoshi
17355,Pts: 4x0,W,77KG,2017,Roberto Satoshi
17356,Bow and arrow,W,76KG,2017,Roberto Satoshi
17357,Triangle,W,76KG,2017,Roberto Satoshi
17358,Pts: 2x0,W,76KG,2017,Roberto Satoshi
17359,Pts: 6x2,W,76KG,2017,Roberto Satoshi
17360,Triangle armbar,W,77KG,2017,Roberto Satoshi
17361,Triangle,W,77KG,2017,Roberto Satoshi
17362,Pts: 2x0,W,77KG,2017,Roberto Satoshi
17363,RNC,W,ABS,2018,Roberto Satoshi
17364,RNC,W,ABS,2018,Roberto Satoshi
17365,RNC,W,ABS,2018,Roberto Satoshi
17366,---,D,ABS,2018,Roberto Satoshi
17367,Triangle,W,85KG,2018,Roberto Satoshi
17368,Points,W,85KG,2018,Roberto Satoshi
17369,Wristlock,W,77KG,2019,Roberto Satoshi
17370,Pts: 4x2,W,77KG,2019,Roberto Satoshi
17371,Pts: 4x2,W,77KG,2019,Roberto Satoshi
17372,Pts: 3x0,L,99KG,1999,Roberto Traven
17373,Points,L,ABS,2001,Roberto Traven
17374,Triangle,L,94KG,2003,Roberto Traven
17375,N/A,W,O100KG,1998,Roberto Traven
17376,Pen,W,O100KG,1998,Roberto Traven
17377,Pts: 10x0,W,O100KG,1998,Roberto Traven
17378,Points,W,O100KG,1999,Roberto Traven
17379,N/A,W,O100KG,1999,Roberto Traven
17380,Submission,W,99KG,1999,Roberto Traven
17381,Pts: 2x0,W,ABS,1999,Roberto Traven
17382,Pts: 6x0,W,ABS,1999,Roberto Traven
17383,Pts: 5x0,W,ABS,1999,Roberto Traven
17384,Pts: 2x0,W,ABS,1999,Roberto Traven
17385,Points,W,94KG,2003,Roberto Traven
17386,Choke from back,L,70KG,1999,Robson Moura
17387,Pts: 2x0,L,66KG,2001,Robson Moura
17388,Pts: 6x5,L,64KG,2001,Robson Moura
17389,Points,L,65KG,2009,Robson Moura
17390,Points,L,66KG,2011,Robson Moura
17391,Guillotine,L,66KG,2011,Robson Moura
17392,Armbar,W,64KG,1997,Robson Moura
17393,Choke from back,W,64KG,1998,Robson Moura
17394,Adv,W,ABS,1998,Robson Moura
17395,Choke,W,61KG,1998,Robson Moura
17396,Points,W,61KG,1998,Robson Moura
17397,Points,W,70KG,1999,Robson Moura
17398,Pts: 2x0,W,64KG,2000,Robson Moura
17399,Points,W,NA,2000,Robson Moura
17400,RNC,W,66KG,2001,Robson Moura
17401,Referee Decision,W,66KG,2001,Robson Moura
17402,Points,W,66KG,2001,Robson Moura
17403,N/A,W,64KG,2002,Robson Moura
17404,"Pts: 2x2, Adv",W,64KG,2002,Robson Moura
17405,Pts: 6x3,W,ABS,2006,Robson Moura
17406,Kneebar,W,63KG,2007,Robson Moura
17407,Guillotine,W,63KG,2007,Robson Moura
17408,Heel hook,W,63KG,2007,Robson Moura
17409,Choke,W,64KG,2007,Robson Moura
17410,"Pts: 0x0, Adv",W,64KG,2007,Robson Moura
17411,Pts: 5x2,W,64KG,2007,Robson Moura
17412,Referee Decision,W,64KG,2007,Robson Moura
17413,"Pts: 0x0, Adv",W,64KG,2007,Robson Moura
17414,Points,W,65KG,2009,Robson Moura
17415,Choke from back,W,64KG,2010,Robson Moura
17416,Pts: 3x0,W,66KG,2011,Robson Moura
17417,Pts: 3x0,W,66KG,2011,Robson Moura
17418,Clock choke,W,ABS,2014,Robson Moura
17419,---,D,70KG,2015,Robson Moura
17420,"Pts: 0x0, Adv",L,94KG,2009,Rodolfo Vieira
17421,Adv,L,92KG,2010,Rodolfo Vieira
17422,Pts: 4x2,L,92KG,2011,Rodolfo Vieira
17423,Heel hook,L,99KG,2011,Rodolfo Vieira
17424,Pts: 8x7,L,ABS,2012,Rodolfo Vieira
17425,Pts: 4x2,L,ABS,2013,Rodolfo Vieira
17426,Pts: 10x0,L,ABS,2013,Rodolfo Vieira
17427,---,D,94KG,2014,Rodolfo Vieira
17428,Pts: 2x0,L,ABS,2014,Rodolfo Vieira
17429,Pts: 2x0,L,ABS,2014,Rodolfo Vieira
17430,Pts: 2x0,L,ABS,2015,Rodolfo Vieira
17431,Pts: 2x0,L,100KG,2019,Rodolfo Vieira
17432,"Pts: 0x0, Adv",W,94KG,2009,Rodolfo Vieira
17433,Adv,W,94KG,2009,Rodolfo Vieira
17434,Choke from back,W,92KG,2010,Rodolfo Vieira
17435,Referee Decision,W,92KG,2010,Rodolfo Vieira
17436,Adv,W,94KG,2011,Rodolfo Vieira
17437,Submission,W,94KG,2011,Rodolfo Vieira
17438,Pts: 8x0,W,94KG,2011,Rodolfo Vieira
17439,"Pts: 0x0, Adv",W,ABS,2011,Rodolfo Vieira
17440,Points,W,92KG,2011,Rodolfo Vieira
17441,Pts: 15x0,W,92KG,2011,Rodolfo Vieira
17442,Armbar,W,ABS,2011,Rodolfo Vieira
17443,Pts: 5x2,W,ABS,2011,Rodolfo Vieira
17444,Choke from back,W,ABS,2011,Rodolfo Vieira
17445,Referee Decision,W,ABS,2011,Rodolfo Vieira
17446,Triangle,W,ABS,2011,Rodolfo Vieira
17447,Armbar,W,ABS,2011,Rodolfo Vieira
17448,Pts: 8x0,W,ABS,2011,Rodolfo Vieira
17449,Armbar,W,ABS,2011,Rodolfo Vieira
17450,Pts: 9x0,W,ABS,2011,Rodolfo Vieira
17451,Pts: 26x0,W,94KG,2011,Rodolfo Vieira
17452,Armbar,W,94KG,2011,Rodolfo Vieira
17453,Pts: 20x2,W,94KG,2011,Rodolfo Vieira
17454,Pts: 3x0,W,94KG,2011,Rodolfo Vieira
17455,Armbar,W,99KG,2011,Rodolfo Vieira
17456,Pts: 5x0,W,99KG,2011,Rodolfo Vieira
17457,Choke from back,W,94KG,2012,Rodolfo Vieira
17458,Choke from back,W,94KG,2012,Rodolfo Vieira
17459,Arm in Ezekiel,W,94KG,2012,Rodolfo Vieira
17460,Choke from back,W,ABS,2012,Rodolfo Vieira
17461,Arm in Ezekiel,W,ABS,2012,Rodolfo Vieira
17462,Pts: 7x0,W,ABS,2012,Rodolfo Vieira
17463,Choke from back,W,94KG,2012,Rodolfo Vieira
17464,Armbar,W,94KG,2012,Rodolfo Vieira
17465,Armbar,W,94KG,2012,Rodolfo Vieira
17466,Mounted X choke,W,ABS,2012,Rodolfo Vieira
17467,Pts: 4x2,W,ABS,2012,Rodolfo Vieira
17468,Mounted X choke,W,ABS,2012,Rodolfo Vieira
17469,Choke from back,W,ABS,2012,Rodolfo Vieira
17470,Choke from Mount,W,94KG,2012,Rodolfo Vieira
17471,Armbar,W,94KG,2012,Rodolfo Vieira
17472,Choke from Back,W,94KG,2012,Rodolfo Vieira
17473,"Pts: 2x2, Adv",W,94KG,2012,Rodolfo Vieira
17474,Armbar,W,ABS,2012,Rodolfo Vieira
17475,Choke from back,W,ABS,2012,Rodolfo Vieira
17476,Armbar,W,ABS,2012,Rodolfo Vieira
17477,Choke,W,100KG,2013,Rodolfo Vieira
17478,Pts: 9x0,W,100KG,2013,Rodolfo Vieira
17479,Pts: 10x0,W,100KG,2013,Rodolfo Vieira
17480,Pts: 6x0,W,100KG,2013,Rodolfo Vieira
17481,Armbar,W,100KG,2013,Rodolfo Vieira
17482,Adv,W,100KG,2013,Rodolfo Vieira
17483,Referee Decision,W,ABS,2013,Rodolfo Vieira
17484,Points,W,94KG,2013,Rodolfo Vieira
17485,Choke from back,W,94KG,2013,Rodolfo Vieira
17486,Choke from back,W,ABS,2013,Rodolfo Vieira
17487,Choke from back,W,ABS,2013,Rodolfo Vieira
17488,Pts: 9x0,W,ABS,2013,Rodolfo Vieira
17489,Armbar,W,94KG,2013,Rodolfo Vieira
17490,Baseball choke,W,ABS,2013,Rodolfo Vieira
17491,Bow and arrow,W,ABS,2013,Rodolfo Vieira
17492,Armbar,W,ABS,2013,Rodolfo Vieira
17493,Armbar,W,ABS,2013,Rodolfo Vieira
17494,Pts: 8x0,W,94KG,2013,Rodolfo Vieira
17495,Katagatame,W,94KG,2013,Rodolfo Vieira
17496,Brabo choke,W,94KG,2013,Rodolfo Vieira
17497,Pts: 14x2,W,ABS,2013,Rodolfo Vieira
17498,Adv,W,ABS,2013,Rodolfo Vieira
17499,Armbar,W,94KG,2014,Rodolfo Vieira
17500,Choke from back,W,94KG,2014,Rodolfo Vieira
17501,Choke from back,W,94KG,2014,Rodolfo Vieira
17502,Choke from back,W,94KG,2014,Rodolfo Vieira
17503,Choke from back,W,94KG,2014,Rodolfo Vieira
17504,Choke,W,ABS,2014,Rodolfo Vieira
17505,Choke,W,ABS,2014,Rodolfo Vieira
17506,Choke from back,W,ABS,2014,Rodolfo Vieira
17507,Ezekiel,W,ABS,2014,Rodolfo Vieira
17508,Choke from back,W,100KG,2014,Rodolfo Vieira
17509,Pts: 5x0,W,100KG,2014,Rodolfo Vieira
17510,Armbar,W,100KG,2014,Rodolfo Vieira
17511,Choke from back,W,ABS,2014,Rodolfo Vieira
17512,Choke from back,W,ABS,2014,Rodolfo Vieira
17513,Choke,W,ABS,2014,Rodolfo Vieira
17514,Wristlock,W,ABS,2014,Rodolfo Vieira
17515,Choke from back,W,100KG,2014,Rodolfo Vieira
17516,Katagatame,W,100KG,2014,Rodolfo Vieira
17517,Armbar,W,100KG,2014,Rodolfo Vieira
17518,Choke from back,W,O88KG,2014,Rodolfo Vieira
17519,Choke from back,W,O85KG,2014,Rodolfo Vieira
17520,Katagatame,W,99KG,2015,Rodolfo Vieira
17521,RNC,W,99KG,2015,Rodolfo Vieira
17522,Pts: 6x0,W,99KG,2015,Rodolfo Vieira
17523,Referee Decision,W,99KG,2015,Rodolfo Vieira
